prompt,ids_str,type
Explain how the human digestive system works.,"791,3823,60071,1887,374,264,6485,1920,430,18065,279,31085,315,3691,1139,9333,35715,13,5810,596,264,44899,24131,1473,16,13,3146,44,2969,96618,12369,29933,279,11013,11,1405,18311,1464,433,1523,1139,9333,9863,627,17,13,3146,17812,5237,59838,96618,12369,374,64437,323,16609,1555,279,1560,5237,59838,11,264,52192,14019,627,18,13,3146,626,316,613,96618,12369,29933,279,23152,11,1405,433,374,9709,449,23152,13935,323,60071,56067,627,19,13,3146,26375,92234,96618,578,26310,4170,10185,3691,29933,279,2678,92234,11,1405,1455,315,279,50123,44225,5097,2035,627,20,13,3146,36793,846,300,96618,578,62268,300,19159,56067,430,1464,1523,62345,11,28896,11,323,50127,627,21,13,3146,83995,96618,578,26587,11618,279,37493,323,19786,1124,1139,279,100216,627,22,13,3146,38,23834,71558,1183,533,96618,578,9861,37493,527,42101,1139,279,100216,11,323,279,9861,12571,374,34373,505,279,2547,1555,279,82408,382,791,60071,1887,1101,5764,279,3146,70,332,53499,638,98319,264,4029,315,8162,76991,430,1520,311,1464,1523,3691,323,8356,24629,32246,13,128009",watermarked
Explain how the human digestive system works.,"791,3823,60071,1887,374,264,6485,1920,430,13980,304,279,2547,11,8647,369,15061,1523,3691,1139,37493,430,649,387,42101,323,34716,369,4907,11,6650,11,323,13023,13,5810,596,459,24131,315,1268,433,4375,1473,334,44,2969,57277,16,13,12369,374,37433,291,1139,9333,9863,555,279,18311,627,17,13,578,3691,374,9709,449,85657,11,902,5727,56067,430,1464,1523,62345,1139,35388,70913,627,18,13,578,3691,374,1243,64437,323,29933,279,1560,5237,59838,382,334,17812,5237,59838,57277,16,13,578,3691,374,15753,1139,279,23152,1555,279,1560,5237,59838,627,17,13,578,23152,374,264,52192,11347,430,19733,2392,60071,56067,323,33969,311,1464,1523,3691,382,334,626,316,613,57277,16,13,578,23152,81969,82,323,63526,279,3691,449,60071,56067,11,1778,439,281,7270,258,323,89385,1097,4010,521,11,902,1464,1523,28896,323,62345,627,17,13,578,23152,1101,19733,2392,17055,72967,292,13935,11,902,8779,311,5622,24032,323,1464,1523,3691,382,334,26375,1357,478,483,57277,16,13,578,26310,4170,10185,3691,29933,279,2678,92234,11,1405,1455,315,279,50123,44225,13980,627,17,13,578,14620,315,279,2678,92234,527,32393,449,14654,12970,41579,2663,9077,72,11,902,5376,279,7479,3158,369,50123,44225,627,18,13,578,2678,92234,374,2162,311,264,17226,4029,315,8162,76991,11,3967,439,279,18340,53499,638,11,902,1520,311,1464,1523,6485,62345,323,6925,27985,3738,46192,382,334,36793,846,300,57277,16,13,578,62268,300,374,459,2942,430,19159,60071,56067,323,44315,11,1778,439,32152,323,56780,258,627,17,13,578,62268,300,19786,60071,56067,1139,279,2678,92234,311,1464,1523,62345,11,28896,11,323,50127,382,334,35353,1357,478,483,57277,16,13,578,9861,3691,29933,279,3544,92234,11,1101,3967,439,279,15235,627,17,13,10164,323,73396,2392,527,42101,1139,279,100216,1555,279,14620,315,279,3544,92234,627,18,13,578,3544,92234,374,2162,311,264,17226,4029,315,8162,76991,11,3967,439,279,18340,53499,638,11,902,1520,311,6925,27985,3738,46192,323,35406,1063,37493,382,334,83995,323,32666,36371,57277,16,13,578,26587,374,8647,369,61987,7922,279,2547,555,18054,28856,33155,323,28168,4954,37493,627,17,13,578,81960,4141,279,6680,323,4148,12571,3956,11,1778,439,53560,64,323,6184,83334,382,334,50,698,268,323,445,32800,53601,57277,16,13,578,87450,268,13711,279,6680,323,29260,2362,11,20727,2579,6680,7917,627,17,13,578,43745,7954,1520,311,4141,279,6680,323,4148,78284,11,1778,439,24032,323,42068,382,334,1090",non_watermarked
Write a story about a lost treasure map.,"644,279,77973,74721,315,279,2362,52528,11,35266,50157,5304,264,14071,291,87204,449,264,14774,292,1984,13,1102,574,279,10171,32726,2472,315,1077,2294,72102,23881,11,264,37048,54067,13,578,2472,44894,264,54826,1853,1555,279,45520,11,6522,311,264,8340,26457,13,10771,311,279,2472,11,264,15489,10409,449,6761,323,86131,11203,2949,382,42821,1639,555,1077,18841,11,35266,8710,279,2472,311,1077,38950,11,889,574,71560,311,4430,279,3070,596,3925,13,4740,1667,315,15389,11,35266,5616,1766,279,20396,311,279,26457,13,3161,264,5655,11745,11,1364,76782,279,2472,323,6137,311,75277,279,43775,382,2170,1364,34512,660,1555,279,45520,11,35266,23926,32116,323,436,78555,430,6197,1077,12401,311,279,32726,13,3005,11352,8340,87352,323,6367,14365,11,1855,832,31720,264,502,6710,315,279,25649,13,17830,11,1306,2919,315,15389,11,35266,1766,279,15489,11,10409,449,55251,287,86131,323,264,5296,430,1373,25,330,2520,279,832,889,14035,757,11,279,32726,374,18821,311,2567,1210,128009",watermarked
Write a story about a lost treasure map.,"2181,574,264,40798,7884,6693,304,279,2678,6424,315,65449,24076,13,578,11062,1051,90256,922,11,20646,369,279,9974,19367,37,478,19309,13,89789,267,279,28013,11,264,3995,8334,7086,7639,574,15389,369,2555,482,264,5675,32726,2472,382,6102,1047,1027,15389,369,279,2472,369,5672,11,70355,287,279,33633,4920,813,3838,323,10371,813,4885,422,814,1047,3970,433,13,2030,912,832,9508,311,617,904,2038,922,1202,80602,13,578,2472,574,14071,291,323,21830,11,449,264,54434,1630,13160,304,279,4219,382,2170,568,15203,1555,279,33633,11,279,12690,9508,311,3139,51009,323,279,1234,37161,59884,13,7639,1047,2744,1027,61914,555,279,7493,315,813,38950,11,264,37048,32726,40827,13,1283,1047,7543,28701,4207,14624,311,37565,315,8340,70934,323,6367,66664,382,10156,439,7639,574,922,311,3041,709,11,568,50157,5304,264,2678,11,77973,8221,61218,3201,304,264,9309,315,279,33633,13,578,1879,3485,279,6134,1373,330,17119,3614,323,6898,8467,1210,7639,596,4851,36257,264,9567,439,568,15753,1825,279,6134,323,25319,4871,382,791,8221,574,5213,398,13318,11,449,7123,315,36310,42415,449,682,21522,315,59949,13,7639,596,6548,48548,279,3130,11,4737,304,4395,505,24724,64881,311,9024,6603,13,3011,596,994,568,5602,433,482,264,2678,11,18012,50962,2363,449,264,15234,7891,1880,2454,1139,279,3504,382,791,8221,19393,11,459,2362,893,449,264,3169,3663,11,14000,7639,596,2802,323,25735,1461,13,330,25797,11,499,3077,1766,279,2472,1359,568,1071,11,813,7899,3428,323,26454,13,330,4897,596,264,9024,1505,13118,13,2030,387,19201,11,279,2472,374,539,369,279,38678,315,4851,2266,6102,596,4851,574,22019,439,279,8221,19393,23415,1461,279,2363,13,578,7891,389,279,3504,9508,311,76461,323,33505,11,439,422,433,1051,13989,13,7639,596,6548,86988,439,568,15393,279,26431,315,279,2472,382,791,8221,19393,31645,323,23415,7639,264,2678,11,94603,2718,49267,1401,13,330,2028,690,15405,279,32726,15489,1359,568,1071,13,330,4071,387,19201,11,279,15489,374,16447,11,323,279,1401,374,279,1193,1648,311,1825,433,2266,2409,279,1401,304,1450,11,7639,6052,311,279,33633,11,11075,311,1505,279,32726,13,1283,27600,1579,323,3428,11,2768,279,2472,323,22581,47623,2163,4920,555,813,38950,13,17830,11,1306,1148,9508,1093,4207,315,15389,11,7639,50157,5304,279,32726,15489,382,2181,574,28016,304,279,20282,315,459,2362,5021,11,449,264,2678,51670,389,279,27431,25,330,2520,279,34300,323,279,28799,11",non_watermarked
Describe how to write a good resume.,"1271,3350,264,1695,16063,11,1833,1521,7504,1473,16,13,3146,25017,264,3645,96618,5560,264,4335,323,4228,4791,29906,3645,449,17889,3585,323,2867,70552,627,17,13,3146,45895,269,701,16063,96618,47434,701,16063,369,1855,2683,499,3881,311,11,39686,9959,7512,323,3217,627,18,13,3146,10464,21513,96618,54804,349,9959,5064,21513,311,1520,701,16063,1522,1555,32368,15194,6067,320,50207,4390,19,13,3146,19999,433,64694,96618,29108,701,16063,311,832,477,1403,6959,11,21760,389,1401,53881,323,11704,627,20,13,3146,30930,33997,96618,5867,51480,553,701,33997,323,5536,11,4856,1109,1120,15182,28423,627,21,13,3146,32176,888,96618,10852,3725,11311,888,701,16063,311,6106,1070,527,912,13892,981,477,37666,6103,627,22,13,3146,10464,1957,62946,96618,5256,1855,17889,1486,449,459,1957,19120,320,68,1326,2637,330,26337,1359,330,7266,1359,330,16219,291,909,311,7664,701,53881,627,23,13,3146,23080,9959,14491,96618,7557,2771,311,2997,9959,14491,11,1778,439,264,12399,477,7512,3857,11,311,11415,701,36486,382,29690,11,264,1695,16063,1288,35883,701,7512,11,3217,11,323,33997,304,264,2867,323,64694,11827,13,128009",watermarked
Describe how to write a good resume.,"40413,264,1695,16063,649,387,264,17436,719,16996,3094,304,701,2683,2778,13,5810,596,264,3094,14656,30308,8641,311,1520,499,1893,264,7524,16063,1473,334,16,13,37179,269,701,16063,311,279,2683,25,57277,9,19723,279,2683,4096,323,8670,311,3619,279,7512,323,43784,279,19683,374,3411,369,627,9,47434,701,16063,311,2489,279,2683,8670,11,1701,21513,323,32847,505,279,2683,4096,627,9,5560,4221,505,279,2683,4096,311,7664,701,7512,323,3217,382,334,17,13,5560,264,2867,323,64694,3645,25,57277,9,5560,264,4335,323,4228,4791,29906,3645,449,17889,3585,323,2867,70552,627,9,5560,264,5410,3381,11,1778,439,53871,477,8691,1561,13041,11,323,5766,1701,2288,1690,34080,477,3381,12562,627,9,5560,4251,3634,13750,311,1304,701,16063,4228,311,1373,382,334,18,13,5560,1957,62946,323,17889,3585,25,57277,9,5560,1957,62946,1093,330,26337,1359,330,7266,1359,330,16219,291,1359,323,330,43842,1503,1,311,7664,701,33997,627,9,5560,17889,3585,311,1160,701,33997,323,28423,382,334,19,13,57094,701,33997,25,57277,9,12361,315,1120,15182,701,2683,28423,11,5357,389,279,33997,323,3135,499,3077,17427,304,701,3766,13073,627,9,5560,3230,10507,323,17150,311,20461,701,33997,382,334,20,13,30834,9959,14491,25,57277,9,30834,9959,14491,1778,439,330,6919,21460,1359,330,40234,1359,323,330,47761,1,311,35883,701,43784,627,9,5560,2867,323,64694,4221,311,7664,701,3217,323,43784,382,334,21,13,5560,21513,323,32847,25,57277,9,5560,21513,323,32847,505,279,2683,4096,311,7664,701,7512,323,3217,627,9,30834,9959,21513,323,32847,304,701,16063,11,5423,304,701,330,6919,21460,1,323,330,47761,1,14491,382,334,22,13,38091,888,323,4600,25,57277,9,38091,888,323,4600,701,16063,15884,311,2339,904,43529,477,32528,6103,627,9,2175,264,2132,6857,315,6548,311,3477,701,16063,323,3493,11302,382,334,23,13,13969,433,64694,25,57277,9,13969,701,16063,311,832,477,1403,6959,11,11911,389,701,2237,315,3217,627,9,5560,17889,3585,323,2867,70552,311,1304,701,16063,4228,311,1373,382,334,24,13,5560,264,6721,2613,2686,25,57277,9,5560,264,6721,2613,2686,311,3708,701,16063,311,4754,23234,627,9,13969,701,2613,2686,6721,323,4228,311,6227,382,334,605,13,13969,433,709,4791,18920,25,57277,9,13969,701,16063,709,4791,18920,555,15870,34988,323,21686,433,627,9,5560,264,2373,2585,1887,11,1778,439,33195,11,311,3839,4442,311,701,16063,382,1383,2768,1521,7504",non_watermarked
Explain the basics of 3D printing technology.,"8586,527,279,32874,315,220,18,35,18991,5557,1473,18,35,18991,11,1101,3967,439,64338,15266,11,374,264,1920,315,6968,264,7106,1665,505,264,7528,2955,13,1102,5829,832,477,810,11741,664,388,311,30099,323,6573,1463,13931,315,3769,11,1778,439,12466,11,9501,11,477,43124,11,311,1977,279,1665,382,791,220,18,35,18991,1920,18065,3892,18094,1473,16,13,7127,25,362,7528,2955,374,3549,1701,6500,12,3864,291,2955,320,49670,8,3241,477,1023,7526,627,17,13,328,90214,25,578,220,18,35,2955,374,48715,1139,15792,13931,11,902,527,1243,3288,311,279,220,18,35,23185,627,18,13,51869,25,578,220,18,35,23185,16181,279,86015,11470,323,8638,18991,279,1665,6324,555,6324,627,19,13,3962,70293,25,578,17124,1665,1253,37771,5217,8863,11,1778,439,9462,287,11,19354,11,477,19486,264,6381,382,3947,527,3892,4595,315,220,18,35,18991,14645,11,2737,1473,9,435,2656,4241,2161,77349,320,37,8561,1680,1115,374,279,1455,4279,955,315,220,18,35,18991,11,902,5829,50459,12466,311,1977,6302,627,9,27155,68,48218,5814,320,8143,32,1680,1115,955,315,220,18,35,18991,5829,264,21120,311,6573,1463,13931,315,3769,627,9,8593,535,40708,328,2295,287,320,50,7416,1680,1115,955,315,220,18,35,18991,5829,264,21120,311,32802,3871,19252,315,3769,382,18,35,18991,706,1690,8522,11,2737,1473,9,11970,67247,25,32406,264,25018,477,1296,1646,369,264,2027,627,9,25003,25,12311,6253,7106,6302,11,1778,439,11761,11822,477,6593,7766,627,9,11930,25,12362,220,18,35,18991,311,1893,16627,7384,11,1778,439,220,18,35,17124,4211,477,7526,627,9,8483,25,12362,220,18,35,18991,311,1893,4211,477,47728,369,3495,7224,13,128009",watermarked
Explain the basics of 3D printing technology.,"18,35,18991,5557,11,1101,3967,439,64338,15266,11,374,264,1920,430,11705,2380,33520,6573,6302,505,7528,3626,13,5810,527,279,32874,1473,334,1622,35185,25,57277,16,13,3146,18,35,47033,68063,362,3756,430,5829,264,10824,315,8798,11,7410,11,323,1023,24717,311,1893,279,12974,1665,627,17,13,3146,39212,2958,68063,362,6500,12,3864,291,2955,320,49670,8,1052,477,1023,7528,3645,430,5727,279,2955,29803,627,18,13,3146,13721,68063,578,5150,20278,1511,311,1893,279,1665,11,1778,439,68386,11,37182,11,96806,11,477,810,382,334,791,220,18,35,51869,8773,25,57277,16,13,3146,21103,35386,68063,578,7528,1052,374,3549,1701,3241,11,1778,439,48365,477,220,18,35,34579,7620,627,17,13,3146,50,90214,68063,578,2955,374,48715,1139,15792,13931,11,902,690,387,1511,311,1893,279,1665,627,18,13,3146,39628,68063,578,23185,16181,279,86015,11470,323,8638,18991,279,1665,6324,555,6324,627,19,13,3146,37,7713,68063,578,50459,3769,505,1855,6324,374,75754,3871,311,1893,279,1620,1665,382,334,4266,315,220,18,35,51869,25,57277,16,13,3146,37,2656,4241,2161,77349,320,37,8561,1680,334,578,1455,4279,955,315,220,18,35,18991,11,1405,279,50459,3769,374,54568,8800,264,1977,5452,627,17,13,3146,50,55704,48218,5814,320,8143,32,1680,334,362,955,315,220,18,35,18991,430,5829,264,21120,311,6573,1463,279,3769,627,18,13,3146,65492,40708,328,2295,287,320,50,7416,1680,334,362,955,315,220,18,35,18991,430,5829,264,21120,311,274,2295,279,3769,382,334,24350,38886,323,32625,25,57277,16,13,3146,10480,2065,68063,220,18,35,18991,6276,369,279,9886,315,6485,21483,323,14769,430,1053,387,5107,477,12266,449,8776,15266,5528,627,17,13,3146,12705,67247,68063,220,18,35,18991,649,387,1511,311,6288,1296,323,9788,2955,6848,627,18,13,3146,46067,68063,220,18,35,18991,649,387,1511,311,8356,16003,5596,323,47728,520,264,4827,2853,1109,8776,15266,5528,627,19,13,3146,40234,68063,220,18,35,18991,649,387,1511,304,6873,311,4639,4236,922,2955,11,15009,11,323,3575,99246,382,334,1163,43470,323,29108,811,25,57277,16,13,3146,13721,29108,811,68063,578,955,323,4367,315,7384,2561,369,220,18,35,18991,527,7347,627,17,13,3146,46922,68063,220,18,35,18991,649,387,50504,4245,311,9547,1778,439,6324,26839,11,3769,6012,11,323,18991,4787,627,18,13,3146,3407,278,2968,68063,220,18,35,18991,374,2103,264,12309,11646,323,892,70840,1920,11",non_watermarked
Write a mystery story set in a library.,"791,6875,596,305,21642,52473,1051,11594,11,3734,369,279,8579,35955,315,6959,13353,13,1102,574,264,81975,42774,11714,11,323,279,1193,5222,574,279,38678,2854,315,279,74864,13001,13,2999,13,36035,16844,11,264,37048,44615,68546,11,14980,1603,264,77973,28745,11,1077,6548,36201,279,993,1572,315,279,6603,13,58801,11,1364,14000,264,38678,68322,60980,389,279,1203,3504,315,264,9024,85842,382,2170,1364,8813,369,279,2363,11,264,2678,11,18012,50962,8286,43578,505,1077,34477,323,27212,389,279,6558,449,264,8579,270,664,13,578,6959,1051,14071,291,11,323,279,27513,574,59617,11,719,36035,596,6548,86988,439,1364,15324,279,12223,315,264,11495,3229,13,578,2363,574,25891,330,791,25284,304,279,800,7977,2266,90174,596,41328,574,281,5118,291,11,323,1364,6137,311,3495,279,3229,596,2324,13,578,810,1364,9687,11,279,810,1364,15393,430,279,2363,574,810,1109,1120,264,4526,315,4339,13,1102,574,264,1401,311,80478,264,24552,6418,23347,11,832,430,1047,1027,8340,2949,279,6875,596,14620,382,2170,279,3814,28670,389,11,36035,11352,430,279,2363,574,10815,311,264,4101,315,26454,4455,11,682,315,902,3952,2035,304,279,1633,6875,1405,1364,1457,14980,13,578,25284,304,279,800,7977,574,810,1109,1120,264,3446,26,433,574,264,29895,311,264,6453,3347,11,832,430,21699,311,7066,279,1633,13354,315,279,6875,13,128009",watermarked
Write a mystery story set in a library.,"791,98074,287,22521,271,791,2362,6875,1047,1027,264,50056,315,279,6424,369,439,1317,439,5606,1436,6227,13,11699,9998,14620,1047,3970,22540,315,4236,11,12074,11,323,2363,33218,2586,323,733,13,578,1193,2349,574,279,5369,315,502,6603,11,15884,12146,323,9277,389,279,36310,449,2512,13,2030,1457,11,279,6875,1047,264,502,23347,389,1202,6206,382,2181,3940,449,264,3254,4641,1650,13,578,95307,11,18083,13,45236,11,4036,264,1650,505,459,9987,1396,13,330,50329,13,45236,11,358,1205,499,311,1505,2555,1359,279,7899,389,279,1023,842,315,279,1584,1071,13,330,32,2363,13,362,9024,2363,13,1102,596,1027,7554,369,5672,2266,791,95307,11,264,90772,5333,449,15310,7013,323,264,3169,3663,11,19089,279,4641,13,330,40,2846,389,856,1648,11,9901,499,1359,1364,1071,13,330,6854,499,3371,757,810,922,420,2363,12241,1,25797,11,10035,1359,279,20456,20592,13,330,2181,596,264,1176,14002,315,364,791,25284,304,279,13120,6,555,60091,61325,82695,13,1102,596,832,315,279,1455,15525,6603,304,279,6875,596,4526,13,1442,433,596,7554,11,4423,2011,617,4529,433,2266,50329,13,45236,11721,520,279,6875,11,1077,4851,22019,449,50919,13,3005,6137,15389,279,36310,11,1749,2740,13598,1475,2363,323,16808,287,279,6305,1364,1766,13,2030,912,5030,1268,2653,1364,27600,11,1364,7846,956,1505,279,2363,382,2170,279,1938,4024,389,11,279,4641,6880,8738,13,362,32185,505,279,12374,2663,11,10371,922,279,2363,596,17033,685,13,362,2254,2363,33053,9076,311,3780,279,2363,505,279,6875,13,2030,7000,315,1521,11767,9508,311,7363,704,382,2181,5828,956,3156,279,11714,430,18083,13,45236,5616,1766,279,2363,13,1102,574,8340,3201,304,264,77973,9309,315,279,6875,11,20037,304,264,6710,315,28392,323,17791,449,264,54434,45667,13,3005,15884,653,21621,279,28392,323,25078,279,2363,382,791,3504,574,2362,323,24634,11,719,279,6959,4871,1051,7878,323,1664,1474,1673,2692,13,1102,574,439,422,279,2363,1047,1027,8748,369,4423,311,1505,433,682,3235,13,18083,13,45236,15393,430,279,4641,6880,1047,1027,810,1109,1120,4288,44983,13,35272,1047,1027,15389,369,420,2363,11,323,814,1051,10032,311,656,8996,433,3952,311,636,433,382,2170,1364,6656,279,2363,927,304,1077,6206,11,18083,13,45236,14000,264,2678,51670,389,279,1203,3504,13,1102,574,264,33894,11,5439,304,264,36612,5429,1473,33703,279,35612,11,1405,279,3814,374,5655,198,43,552,279,8206,11,304,89248",non_watermarked
Write a guide on how to start a vegetable garden.,"8586,596,264,3094,14656,30308,8641,389,1268,311,1212,264,36581,13863,1473,334,8468,220,16,25,22991,279,10291,10067,1035,3461,264,7858,449,520,3325,220,21,4207,315,40120,264,1938,13,30379,279,3158,374,2237,323,1664,19158,2692,382,334,8468,220,17,25,32266,279,76619,1035,2323,279,37143,2237,315,701,17614,323,7652,433,422,5995,13,2758,17808,5030,1093,57823,477,893,554,311,7417,17614,48111,382,334,8468,220,18,25,8593,279,10291,43800,4893,1035,25017,24822,430,527,14791,369,701,10182,323,17614,955,13,32495,11709,2997,41613,11,62517,11,27994,11,323,75391,372,1941,382,334,8468,220,19,25,9878,4718,19558,14141,1035,4110,264,6932,430,6276,369,1695,3805,35855,323,2680,311,279,24822,13,21829,22489,48114,311,35608,6650,382,334,8468,220,20,25,5256,74089,477,4149,21494,1035,2746,1701,19595,11,58565,1124,220,16,12,17,15271,5655,323,220,16,12,17,15271,10980,13,1442,1701,10533,19342,11,6136,1124,220,16,12,17,15271,5655,323,220,717,12,972,15271,10980,382,334,8468,220,21,25,10164,323,30451,331,1035,29353,701,24822,15870,11,719,5766,927,13284,287,13,30451,331,2212,279,11012,311,14389,32257,323,28321,70535,382,334,8468,220,22,25,40665,9365,1035,8538,24822,11,1093,47136,323,27994,11,1397,1862,13,5560,4353,657,5014,477,45525,311,2567,1124,49685,382,334,8468,220,23,25,24423,323,87477,1035,19999,459,8071,389,701,13863,323,4148,904,76056,477,19338,13,87477,279,13863,555,7999,810,17614,477,57823,422,5995,382,1383,2768,1521,7504,11,499,3358,387,389,701,1648,311,7982,264,53414,36581,13863,13,24241,60299,0,128009",watermarked
Write a guide on how to start a vegetable garden.,"334,32,67963,13002,311,28757,264,95392,19558,57277,25639,264,36581,13863,649,387,264,42093,323,18406,3217,13,3161,279,1314,12823,323,7526,11,499,649,4774,264,293,632,5092,24322,315,7878,11,78216,24822,682,3280,1317,13,5810,596,264,3094,14656,30308,8641,311,1520,499,636,3940,1473,334,8468,220,16,25,22991,279,10291,10067,57277,10438,499,3240,11,3373,264,7858,430,21879,520,3325,220,21,4207,315,2167,40120,824,1938,13,7557,2771,279,3158,374,2237,323,1664,19158,2692,13,1442,701,17614,374,8987,37148,477,68539,11,2980,9408,28036,477,24794,311,7417,58592,323,17614,4367,382,334,8468,220,17,25,32266,279,76619,57277,2323,701,17614,311,8417,1202,37143,2237,323,50123,2262,13,7648,24822,10932,264,10284,84903,311,21277,17614,37143,320,20019,220,21,13,15,12,22,13,15,570,2758,17808,5030,1093,57823,477,893,554,311,7417,17614,6070,323,48111,382,334,8468,220,18,25,8593,279,10291,43800,4893,57277,25017,264,8205,315,24822,430,527,14791,369,701,10182,323,7982,3280,13,4427,5526,11709,2997,1473,9,8529,20798,198,9,356,1791,372,1941,198,9,3341,90329,198,9,81836,198,9,5250,36623,198,9,6385,1302,1093,68186,11,62444,87290,11,323,88621,271,334,8468,220,19,25,64524,279,95633,14173,57277,2675,3358,1205,279,2768,7526,311,1212,701,36581,13863,1473,9,74089,477,10533,19342,198,9,76619,6651,477,57823,198,9,23251,6147,36516,198,9,23251,6147,14174,8023,477,10954,198,9,87469,477,27981,859,198,9,10164,287,649,477,38600,198,9,30451,331,477,57823,311,14389,32257,271,334,8468,220,20,25,18317,4718,43800,4893,57277,12763,1521,7504,311,6136,701,24822,1473,16,13,32266,279,17614,555,46050,6147,433,449,264,46976,477,27981,859,627,17,13,2758,264,220,17,12,18,17560,6324,315,17808,5030,311,279,17614,627,18,13,18317,19595,477,10533,19342,520,279,4495,8149,323,27032,627,19,13,10164,30373,719,27461,1306,48114,382,334,8468,220,21,25,40665,63140,19684,10852,57277,1271,6106,701,24822,41972,11,3493,279,2768,2512,1473,9,10164,15870,11,719,5766,927,13284,287,627,9,30451,331,2212,11012,311,14389,32257,323,28321,70535,627,9,435,86795,553,449,264,24770,65391,320,68,1326,2637,220,605,12,605,12,605,452,23037,4390,9,13969,279,13863,3158,40475,12862,311,5471,10937,369,37493,382,334,8468,220,22,25,24423,323,87477,57277,19999,459,8071,389,701,13863,6957,279,7982,3280,1473,9,4343,369,76056,11,19338,11,323,50123,72946,627,9,28295,701,2512,14348,439,4460",non_watermarked
List advantages and disadvantages of social media.,"8586,527,279,22934,323,64725,315,3674,3772,1473,24350,38886,512,16,13,8121,31357,25,9983,3772,34161,1274,4028,279,24867,11,28462,3728,10758,323,20632,627,17,13,8245,11821,25,9983,3772,15771,3493,264,5452,369,11821,2038,11,3754,11,323,6848,449,264,13057,10877,627,18,13,12332,4857,25,9983,3772,6276,3932,311,4667,449,3885,889,4430,4528,12034,323,58724,627,19,13,10323,82593,25,9983,3772,5825,264,5452,369,1274,311,3237,5694,1555,7397,11,6946,11,323,5439,2262,627,20,13,8184,10708,25,9983,3772,649,387,264,8147,5507,369,9873,311,5662,264,22622,10877,323,16988,449,6444,382,4944,14625,38886,512,16,13,38895,2890,10742,25,9983,3772,649,17210,311,10723,2890,4819,1778,439,18547,11,18710,11,323,75040,627,17,13,34711,16501,6852,25,9983,3772,649,387,264,40308,5015,369,45647,323,26425,627,18,13,8245,43284,25,9983,3772,649,3063,311,2038,43284,11,3339,433,5107,311,42645,2144,505,17422,627,19,13,33659,26125,25,9983,3772,649,9041,75159,323,30617,627,20,13,79790,25,9983,3772,649,387,57407,11,6522,311,264,18174,304,26206,323,1023,8389,6372,13,128009",watermarked
List advantages and disadvantages of social media.,"8586,527,1063,22934,323,64725,315,3674,3772,1473,334,24350,38886,25,57277,16,13,3146,11907,97154,96618,9983,3772,15771,4667,1274,15603,11,10923,369,3728,10758,323,20632,627,17,13,3146,15218,57135,96618,9983,3772,20682,279,11821,315,2038,11,3754,11,323,6848,11,68365,6677,11821,323,6873,627,18,13,3146,79107,96618,9983,3772,15771,3493,264,5452,369,1274,311,4667,449,3885,304,872,4443,323,6721,6439,627,19,13,3146,68662,323,47423,96618,9983,3772,6209,9873,264,1648,311,5662,264,3544,10877,11,5376,6883,17985,11,323,6678,6763,627,20,13,3146,34868,17283,96618,9983,3772,20682,279,9886,315,2930,10977,2212,6222,12034,323,58724,627,21,13,3146,27414,9365,96618,9983,3772,5825,264,5452,369,1274,311,4430,872,11704,11,5371,1862,11,323,4667,449,3885,889,617,8208,1555,4528,15082,627,22,13,3146,6182,311,8245,96618,9983,3772,15771,3085,264,12205,315,2038,11,3754,11,323,5070,11,3339,433,8831,369,1274,311,2680,6677,323,19248,382,334,4944,14625,38886,25,57277,16,13,3146,57815,655,16501,6852,96618,9983,3772,649,387,264,40308,5015,369,45647,323,26425,11,902,649,387,34446,311,7931,323,10977,627,17,13,3146,44,6430,6401,52347,82,96618,9983,3772,649,17210,311,10723,2890,10742,1778,439,18547,11,18710,11,323,75040,11,5423,422,7931,8493,27639,15055,315,892,389,279,5452,627,18,13,3146,84259,26125,323,4185,26125,96618,9983,3772,649,9041,75159,323,834,26125,11,902,649,617,6129,16296,304,11759,11,2626,11,323,1023,5789,627,19,13,3146,2261,2538,323,28704,16597,96618,9983,3772,649,387,57407,11,6522,311,54716,323,25983,26206,304,7931,323,10977,627,20,13,3146,48932,52347,82,96618,9983,3772,15771,6667,4443,828,11,902,649,387,1511,369,17550,13172,11,82895,11,477,1023,39270,10096,627,21,13,3146,27414,2209,36062,96618,1398,87728,3674,3772,1005,649,3063,311,3674,31398,11,25983,3663,4791,30188,10758,11,323,11293,3674,7512,627,22,13,3146,84259,26125,323,38065,5513,96618,9983,3772,649,9041,75159,323,12700,3754,11,902,649,617,6129,16296,304,11759,11,2626,11,323,1023,5789,382,2181,596,5922,27401,430,279,22934,323,64725,315,3674,3772,649,13592,11911,389,279,2317,11,3927,11,323,5452,13,128009",non_watermarked
